1 1 -0.0007 -0.0004 100.0 518.67 641.82 1589.70 1400.60 14.62 21.61 554.36 2388.06 9046.19 1.30 47.47 521.66 2388.02 8138.62 8.4195 0.03 392 2388 100.00 39.06 23.4190
1 2 0.0019 -0.0003 100.0 518.67 642.15 1591.82 1403.14 14.62 21.61 553.75 2388.04 9051.38 1.30 47.49 522.28 2388.07 8131.49 8.4318 0.03 392 2388 100.00 39.00 23.4236
1 3 -0.0043 0.0003 100.0 518.67 641.98 1587.99 1401.92 14.62 21.61 554.26 2388.08 9044.45 1.30 47.27 522.42 2388.03 8133.23 8.4178 0.03 390 2388 100.00 38.95 23.3442
1 4 0.0007 0.0000 100.0 518.67 642.35 1592.79 1406.22 14.62 21.61 554.45 2388.11 9052.94 1.30 47.13 522.86 2388.08 8133.83 8.3982 0.03 392 2388 100.00 38.88 23.4044
1 5 -0.0019 -0.0002 100.0 518.67 642.17 1582.85 1402.61 14.62 21.61 554.00 2388.06 9061.81 1.30 47.28 522.19 2388.01 8120.04 8.4294 0.03 393 2388 100.00 38.90 23.3442
1 6 -0.0043 -0.0001 100.0 518.67 642.10 1584.47 1397.13 14.62 21.61 553.97 2388.11 9055.09 1.30 47.40 521.27 2388.05 8108.38 8.3880 0.03 388 2388 100.00 38.65 23.3573
1 7 0.0014 0.0001 100.0 518.67 643.09 1590.08 1407.27 14.62 21.61 554.85 2388.12 9050.03 1.30 47.29 522.72 2388.07 8138.21 8.4106 0.03 390 2388 100.00 39.13 23.4568
1 8 0.0000 -0.0002 100.0 518.67 641.90 1590.24 1399.20 14.62 21.61 553.90 2388.09 9037.83 1.30 47.42 522.40 2388.04 8109.37 8.4131 0.03 388 2388 100.00 38.41 23.4763
1 9 0.0025 0.0003 100.0 518.67 642.54 1591.98 1402.35 14.62 21.61 554.52 2388.08 9045.07 1.30 47.27 522.34 2388.06 8128.37 8.4100 0.03 389 2388 100.00 38.61 23.4502
1 10 -0.0032 -0.0001 100.0 518.67 642.00 1593.66 1403.14 14.62 21.61 554.20 2388.10 9053.24 1.30 47.61 521.92 2388.02 8126.80 8.4371 0.03 388 2388 100.00 38.59 23.3834
